Job Title,Company Name,Date,Location,Skills,Job Link,Salary,Job Requirements
Backend Team Lead (Java),Confidential,13 days ago,"New Cairo, Cairo, Egypt ",Full TimeManager · 8 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · coding · Computer Science · Design · Engineering · Information Technology (IT) · Java · Lead · Software,https://wuzzuf.net/jobs/p/LrYuwvYg8Vza-Backend-Team-Lead-Java-Cairo-Egypt?o=51&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Software Engineer,Appgain,17 days ago,"Dokki, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python Developer · UML · IT · Flask · RestAPI · Mongo DB · Computer Science · SQL,https://wuzzuf.net/jobs/p/Na28neFCFjJe-Software-Engineer-Appgain-Giza-Egypt?o=52&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Backend Engineer,LxT,15 days ago,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Python · Programming · Software Development · Testing · Agile · AWS Cloud · Flask,https://wuzzuf.net/jobs/p/q5gRd0NwEntJ-Senior-Backend-Engineer-LxT-Giza-Egypt?o=53&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Devops Engineer,SURE International Technology,15 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · DevOps · Git · Computer Science · Software Development · Software · AWS Cloud · Cloud,https://wuzzuf.net/jobs/p/PdXxOOf4pE5D-Senior-Devops-Engineer-SURE-International-Technology-Cairo-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Backend Developer,LxT,15 days ago,"Mohandessin, Giza, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Django · Flask · Programming · Azure · GCP · Amazon Web Services · Agile,https://wuzzuf.net/jobs/p/NC3rSyO6wtYC-Backend-Developer-LxT-Giza-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Odoo developer,Bitsera Solutions,16 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo Development · Python · JavaScript · HTML · CSS · Software Development · OWL,https://wuzzuf.net/jobs/p/qtgKQNs1ZDhR-Senior-Odoo-developer-Bitsera-solutions-Cairo-Egypt?o=56&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,Elitbuzz,16 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Odoo · Odoo Development · Development · Python · Programming,https://wuzzuf.net/jobs/p/OtqAucOcDRLj-Odoo-Developer-Elitbuzz-Cairo-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
AI / Machine Learning Engineering Lead,Unifonic,17 days ago,"Cairo, Egypt ",Full TimeWork From HomeManager · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Machine Learning · NLP · Python · Software Engineering · Statistics · Kubernetes,https://wuzzuf.net/jobs/p/ENCERkCJFiDk-AI-Machine-Learning-Engineering-Lead-Unifonic-Cairo-Egypt?o=58&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Odoo Developer,Raya Customer Experience,17 days ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Agile · Software Development · SQL · Testing · MySQL · Linux · Computer Engineering,https://wuzzuf.net/jobs/p/Xb07BzU0mqpw-Senior-Odoo-Developer-Raya-Customer-Experience-Giza-Egypt?o=59&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Management Engineer,BBIConsultancy,17 days ago,"Nasr City, Cairo, Egypt ",InternshipEntry Level · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Data Engineering · Data Management Engineer · Architecture · Communication · Database · Engineering,https://wuzzuf.net/jobs/p/2HJ8FVGGnUNa-Data-Management-Engineer-BBI-Consultancy-Cairo-Egypt?o=60&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Data Engineer,Cashcall,17 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · Database · Information Technology (IT) · IT · ITIL · Computer Science · Software Development · SQL,https://wuzzuf.net/jobs/p/RifksK0V3Z5x-Senior-Data-Engineer-Cashcall-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Software Quality Engineer - Security,Unifonic,17 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 8+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Analysis · backend · API · Development · Information Technology (IT) · Java · Python,https://wuzzuf.net/jobs/p/kxPckki5BtPk-Senior-Software-Quality-Engineer---Security-Unifonic-Cairo-Egypt?o=62&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Service Delivery Lead (Networking & Security),NOK for Human Capital Solutions,17 days ago,"Cairo, Egypt ",Full TimeManager · 7+ Yrs of Exp · IT/Software Development · CCNA · Cisco · CISSP · Computer Science · Customer Service · firewalls · Information Technology (IT) · Networking · IP,https://wuzzuf.net/jobs/p/nd3mGBnexe2x-Service-Delivery-Lead-Networking-Security-NOK-for-Human-Capital-Solutions-Cairo-Egypt?o=63&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Service Delivery Lead (.NET/DevOps),NOK for Human Capital Solutions,17 days ago,"Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .net core · .Net · ASP.Net · AWS · Azure · Computer Science · DevOps · Information Technology (IT),https://wuzzuf.net/jobs/p/MayuIrB56Ep8-Service-Delivery-Lead-NETDevOps-NOK-for-Human-Capital-Solutions-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Devops Engineer,Unifonic,17 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · DevOps · Kubernetes · AWS · CI/CD · Jenkins · Terraform · Agile,https://wuzzuf.net/jobs/p/s9YyMIoagHoR-Senior-Devops-Engineer-Unifonic-Cairo-Egypt?o=65&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Java Web Developer,SSC Egypt,22 days ago,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java Development · JavaScript · Java · Java Software Development · Java SE · Java EE · Java Jee · Node.js,https://wuzzuf.net/jobs/p/iHAjKil9STNa-Java-Web-Developer-SSC-Egypt-Cairo-Egypt?o=66&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,Premier Services and Recruitment,22 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Odoo · Python · Developer · SQ · Information Technology (IT) · Computer Engineering · Odoo Development,https://wuzzuf.net/jobs/p/GMquusUrCJQz-Odoo-Developer-Premier-Services-and-Recruitment-Cairo-Egypt?o=67&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Back-End Developer (Apache AirFlow) - Remotely,Deliverytech,16 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Apache · back-end · Back-End Developer · Computer Science · Information Technology (IT) · Software Development · developer · JavaScript,https://wuzzuf.net/jobs/p/BHpm4CqBsWjv-Back-End-Developer-Apache-AirFlow---Remotely-Delivery-tech-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Service Delivery Lead (Database),NOK for Human Capital Solutions,20 days ago,"Cairo, Egypt ",Full TimeManager · 7+ Yrs of Exp · IT/Software Development · Operations/Management · MySQL · Mysql Database · Database SQL Server · Database · Relational Databases · Databases · Database Systems · NoSQL Database,https://wuzzuf.net/jobs/p/qDIsjwds5J33-Service-Delivery-Lead-Database-NOK-for-Human-Capital-Solutions-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Ruby On Rails Software Developer - German Account,Procrew,16 days ago,"Alexandria, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Communication skills · Agile · Computer Science · Development · CSS · Software Engineering,https://wuzzuf.net/jobs/p/GVLwFKHoMCyr-Ruby-On-Rails-Software-Developer---German-Account-Procrew-Alexandria-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Scientist & BI Developer,Easy System,17 days ago,"New Cairo, Cairo, Egypt ",Full TimePart TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Data Science · Information Technology (IT) · Data · Computer Science · Oracle Obiee · Microsoft Power BI · Power BI,https://wuzzuf.net/jobs/p/VmhCzmW8TxNC-Data-Scientist-BI-Developer-Easy-System-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Power BI Developer,Confidential,17 days ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyzing data · Power BI · Powerbi · Data · Information Technology (IT) · Python · Telecom Engineering,https://wuzzuf.net/jobs/p/v8fu0jYbKsK3-Power-BI-Developer-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Software/Data Engineer,Confidential,21 days ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Information Technology (IT) · Computer Science · Engineering · English · Java · MongoDB · Programming,https://wuzzuf.net/jobs/p/hOdiuF1gnxQP-SoftwareData-Engineer-Giza-Egypt?o=73&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,Marbella For Food Industry,24 days ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · CSS · Odoo · Python · SQL · HTML · JavaScript · jQuery · Linux · Computer Science,https://wuzzuf.net/jobs/p/CtH7tInNesjt-Odoo-Developer-Marbella-For-Food-Industry-Giza-Egypt?o=74&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior DevOps Engineer,WorkMotion,21 days ago,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Docker · Engineering · Information Technology (IT) · Jenkins · Kubernetes · Python · Terraform,https://wuzzuf.net/jobs/p/ymYtwA8jlh5P-Senior-DevOps-Engineer-WorkMotion-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Scientist,Seoudi Supermarket,21 days ago,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Science · Programming · Machine Learning · Python · Data Analytics · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/Jf5vcATBdpub-Data-Scientist-Seoudi-Supermarket-Giza-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Full Stack Developer,Dafater,22 days ago,"Heliopolis, Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · CSS · HTML · javaScript,https://wuzzuf.net/jobs/p/95YJ2GqOwWa6-Senior-Full-Stack-Developer-Dafater-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
SOC L2 Engineer,ZINAD IT,22 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Networking · Computer Science · information security · Network · Engineering · Computer Engineering · FTP,https://wuzzuf.net/jobs/p/q40fMoCfiUgy-SOC-L2-Engineer-ZINAD-IT-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Front End Developer,Dafater,22 days ago,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · CSS · Information Technology (IT) · JavaScript · Python · Software Development · Web,https://wuzzuf.net/jobs/p/Zd6BqpLQxMFM-Senior-Front-End-Developer-Dafater-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Sr. DevOps Engineer,SURE International Technology,22 days ago,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · AWS · Jenkins · Linux · Python · PHP · CI/CD · Computer Science,https://wuzzuf.net/jobs/p/djgE4SboOFzg-Sr-DevOps-Engineer-SURE-International-Technology-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Application Support Engineer,Testing Geeks,19 days ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Application Support · SQL · Computer Science · PHP · Laravel · Python · Typescript,https://wuzzuf.net/jobs/p/8p9AxCYDCdsK-Application-Support-Engineer-Testing-Geeks-Giza-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Devops Engineer,Caelum Egypt,23 days ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Docker · DevOps · Engineering · Git · Linux · Python · Information Technology (IT),https://wuzzuf.net/jobs/p/I1bXqHQI0Llg-Senior-Devops-Engineer-Caelum-Egypt-Giza-Egypt?o=82&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Devops Engineer,Confidential,23 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Computer Science · Development · DevOps · Engineering · Information Technology (IT) · Java · Management,https://wuzzuf.net/jobs/p/4gBVZ0HBs8jj-Senior-Devops-Engineer-Cairo-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Computer Vision Engineer,Atomica,24 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Mathematics · Software Development · Software Engineering · C++ · Git · Research · computer,https://wuzzuf.net/jobs/p/k9aorzMuNSrg-Senior-Computer-Vision-Engineer-Atomica-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Devops Engineer,Trufla,24 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · AWS · Azure · Cloud · Computer Science · Docker · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/8fc88lZf8x7t-Senior-Devops-Engineer-Trufla-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Software Engineer / Senior Software Engineer,Emirates,21 days ago,"Dubai, United Arab Emirates ",Full TimeExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Angular · Agile · Java · Software Development · Oracle · JavaScript · Front-End Development,https://wuzzuf.net/jobs/p/gNmq6yykvsvq-Software-Engineer-Senior-Software-Engineer-Emirates-Dubai-United-Arab-Emirates?o=86&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Freelance Data Science Instructor,Faze 3 Consulting,24 days ago,"Riyadh, Saudi Arabia ",Freelance / ProjectExperienced · 5 - 20 Yrs of Exp · Training/Instructor · Data Science · Artificial Intelligence · Data Analysis · Python · Machine Learning,https://wuzzuf.net/jobs/p/ZhaAwNcYK7Ae-Freelance-Data-Science-Instructor-Faze-3-Consulting-Riyadh-Saudi-Arabia?o=87&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Linux System Admin,Caduceus Lane,24 days ago,"Alexandria, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Apache · CentOS · Computer Science · DNS · HTTP · Information Systems · Information Technology (IT),https://wuzzuf.net/jobs/p/JEGM9GpEdSSg-Linux-System-Admin-Caduceus-Lane-Alexandria-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Ruby on Rails Developer,Remote Platz,22 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · RESTful · APIs · Back-end · Ruby on Rails · Database Design · Git · Information Technology (IT),https://wuzzuf.net/jobs/p/9uBV54MK1HjH-Ruby-on-Rails-Developer-Remote-Platz-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Systems Analyst (Application Support),TruKKer Misr,22 days ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · System Analysis · Business Analysis · SQL · Data Analysis · Computer Science · Information Systems · Information Technology (IT),https://wuzzuf.net/jobs/p/1mKqcQtOoCeI-Systems-Analyst-Application-Support-TruKKer-Misr-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Science Instructor,EpsilonAI,26 days ago,"Nasr City, Cairo, Egypt ",Full TimePart TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Data Science · Computer Science · Computer Engineering · Python · Machine Learning · Deep Learning · Artificial Intelligence (AI),https://wuzzuf.net/jobs/p/MEwqg4ISHBJE-Data-Science-Instructor-EpsilonAI-Cairo-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
DevOps Engineer,Luftborn,29 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · Information Technology (IT) · Software Development · Telecom Engineering · DevOps · Network Security · AWS · Elasticsearch,https://wuzzuf.net/jobs/p/Js3tFswHkYaf-DevOps-Engineer-Luftborn-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Online Programming Instructor,Yat Learning Centers,27 days ago,"Maadi, Cairo, Egypt ","Freelance / ProjectWork From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Training/Instructor · Java · Teaching · Programming · python, · HTML · instructor",https://wuzzuf.net/jobs/p/uzTKJzKuPbzf-Online-Programming-Instructor-Yat-Learning-Centers-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Data Integration Consultant,National System LLC,27 days ago,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Data Warehouse · Engineering · ETL · Git · Information Technology (IT) · Java · Oracle,https://wuzzuf.net/jobs/p/oTR80xqOkrMP-Senior-Data-Integration-Consultant-National-System-LLC-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,Abdeen pharmacies,27 days ago,"Haram, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Python · Odoo · Odoo ERP · JavaScript,https://wuzzuf.net/jobs/p/h4kvz2VJOoZs-Odoo-Developer-Abdeen-pharmacies-Giza-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
DevOps: Site Reliability Engineer/ Support Engineer.,Cegedim,28 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell,https://wuzzuf.net/jobs/p/lYajUGW2y7Rf-DevOps-Site-Reliability-Engineer-Support-Engineer-Cegedim-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Devops Engineer,Confidential,28 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Programming · IT · computer · Software Development · Kubernetes · Software Testing · Python,https://wuzzuf.net/jobs/p/I5JsTIacEnwN-Senior-Devops-Engineer-Cairo-Egypt?o=97&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Research & Development Specialist,Softec Technologies,29 days ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · R&D/Science · Business Development · Science · Business Development · Mathematics · Python · Machine Learning · C# · Programming · Data Science,https://wuzzuf.net/jobs/p/wih5hJTnwd3d-Research-Development-Specialist-Softec-Technologies-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Analyst,CRIF EGYPT,29 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · analytical · Data Analysis · Python · SAS · R · C/C++ · Computer Science · Analysis,https://wuzzuf.net/jobs/p/N0ts6jJLOucl-Data-Analyst-CRIF-EGYPT-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior AI Engineer,Softec Technologies,29 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Development · Software · Security · Software Development · Information Technology (IT) · English · Computer Science,https://wuzzuf.net/jobs/p/29N2qTUqzqK3-Senior-AI-Engineer-Softec-Technologies-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Analyst,Souhoola,29 days ago,"Katameya, Cairo, Egypt ",Full TimeExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Computer Science · Information Technology (IT) · SQL · SAS · Python · Programming,https://wuzzuf.net/jobs/p/lzISfUBxoUFe-Data-Analyst-Souhoola-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
